,cw_type+fold,8041,8070,8120,8130,8140,8240,8461,8480,8500,8520,8522,8523,9999
0,bl015_fold_0,1.952865599163898,1.4174711788171042,1.0,1.0,1.0,3.284825609320459,2.3160884020737615,2.5493191549213723,1.0,1.0,3.117032153089414,3.1930180600673364,1.0
1,bl015_fold_1,1.952919607967346,1.4175251876205521,1.0,1.0,1.0,3.2848796181239073,2.3161424108772097,2.553992109581115,1.0,1.0,3.108988951660243,3.18433838890203,1.0
2,bl015_fold_2,1.952919607967346,1.4175251876205521,1.0,1.0,1.0,3.2753101671077567,2.31979872208032,2.553992109581115,1.0,1.0,3.108988951660243,3.1930720688707845,1.0
3,bl015_fold_3,1.952919607967346,1.4175251876205521,1.0,1.0,1.0,3.2848796181239073,2.31979872208032,2.5493731637248205,1.0,1.0,3.1170861618928623,3.1930720688707845,1.0
4,bl015_fold_4,1.952919607967346,1.4160404063529728,1.0,1.0,1.0,3.2848796181239073,2.31979872208032,2.5493731637248205,1.0,1.0,3.1170861618928623,3.1930720688707845,1.0
5,bl015_fold_5,1.950384752364158,1.4160404063529728,1.0,1.0,1.0,3.2848796181239073,2.31979872208032,2.5493731637248205,1.0,1.0,3.1170861618928623,3.1930720688707845,1.0
6,bl1_fold_0,3.8499855840497794,3.3145911637029855,2.433073398583875,2.7354266712677293,2.034813674196981,5.181945594206341,4.213208386959643,4.446439139807254,1.0,2.4281624003772477,5.014152137975295,5.090138044953218,2.650081961330569
7,bl1_fold_1,3.8500395928532276,3.314645172506433,2.4331274073873232,2.7354806800711775,2.034867683000429,5.181999603009788,4.213262395763091,4.451112094466996,1.0,2.428216409180696,5.006108936546124,5.081458373787911,2.6501359701340172
8,bl1_fold_2,3.8500395928532276,3.314645172506433,2.431897394932123,2.7363136663750693,2.034867683000429,5.1724301519936375,4.216918706966202,4.451112094466996,1.0,2.428216409180696,5.006108936546124,5.090192053756666,2.6509007885269393
9,bl1_fold_3,3.8500395928532276,3.314645172506433,2.431897394932123,2.7354806800711775,2.034867683000429,5.181999603009788,4.216918706966202,4.446493148610702,1.0,2.427604226731213,5.0142061467787435,5.090192053756666,2.6509007885269393
10,bl1_fold_4,3.8500395928532276,3.313160391238854,2.4325122120434055,2.7354806800711775,2.034867683000429,5.181999603009788,4.216918706966202,4.446493148610702,1.0,2.427604226731213,5.0142061467787435,5.090192053756666,2.6509007885269393
11,bl1_fold_5,3.8475047372500395,3.313160391238854,2.4331274073873232,2.7354806800711775,2.034867683000429,5.181999603009788,4.216918706966202,4.446493148610702,1.0,2.428216409180696,5.0142061467787435,5.090192053756666,2.6501359701340172
12,skl_fold_0,3.614798906677079,2.1162418562121386,0.8764497041420118,1.1858707487350284,0.5885251112523839,13.694526627218934,5.197922515440764,6.5632754342431765,0.16896794035244622,0.8721560130010835,11.579111944965604,12.493252361673415,1.0888614443660316
13,skl_fold_1,3.6149941429129244,2.1163561549891416,0.8764970414201183,1.1859347979248063,0.5885568976478067,13.695266272189349,5.198203256597417,6.594017094017094,0.16897706635516577,0.8722031183758067,11.486352357320099,12.385284280936455,1.0889202540578686
14,skl_fold_2,3.6149941429129244,2.1163561549891416,0.8754196019100752,1.186923076923077,0.5885568976478067,13.564835164835165,5.217244294167371,6.594017094017094,0.16895702162606077,0.8722031183758067,11.486352357320099,12.493927125506072,1.089753398858219
15,skl_fold_3,3.6149941429129244,2.1163561549891416,0.8754196019100752,1.1859347979248063,0.5885568976478067,13.695266272189349,5.217244294167371,6.563629918468628,0.16897706635516577,0.8716693343376329,11.579737335834897,12.493927125506072,1.089753398858219
16,skl_fold_4,3.6149941429129244,2.1132161606939057,0.8759579903491342,1.1859347979248063,0.5885568976478067,13.695266272189349,5.217244294167371,6.563629918468628,0.16897706635516577,0.8716693343376329,11.579737335834897,12.493927125506072,1.089753398858219
17,skl_fold_5,3.605842259006816,2.1132161606939057,0.8764970414201183,1.1859347979248063,0.5885568976478067,13.695266272189349,5.217244294167371,6.563629918468628,0.16897706635516577,0.8722031183758067,11.579737335834897,12.493927125506072,1.0889202540578686
